step,event,throughput,memory_monolithic,memory_paged,memory_paged_compressed,fragmentation_monolithic,fragmentation_paged,fragmentation_paged_compressed
4342,"{'op': 'alloc', 'id': 3829, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4343,"{'op': 'alloc', 'id': 3830, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4344,"{'op': 'alloc', 'id': 3831, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4345,"{'op': 'alloc', 'id': 3832, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4346,"{'op': 'alloc', 'id': 3833, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4347,"{'op': 'alloc', 'id': 3834, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4348,"{'op': 'alloc', 'id': 3835, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4349,"{'op': 'alloc', 'id': 3836, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4350,"{'op': 'free', 'id': 3831}",0,4096,4096,2048.0,0.0,0.0,0.0
4351,"{'op': 'free', 'id': 3806}",0,4096,4096,2048.0,0.0,0.0,0.0
4352,"{'op': 'alloc', 'id': 3839, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4353,"{'op': 'alloc', 'id': 3840, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4354,"{'op': 'free', 'id': 3833}",0,4096,4096,2048.0,0.0,0.0,0.0
4355,"{'op': 'alloc', 'id': 3841, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4356,"{'op': 'alloc', 'id': 3842, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4357,"{'op': 'alloc', 'id': 3843, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4358,"{'op': 'free', 'id': 3815}",0,4096,4096,2048.0,0.0,0.0,0.0
4359,"{'op': 'free', 'id': 3814}",0,4096,4096,2048.0,0.0,0.0,0.0
4360,"{'op': 'alloc', 'id': 3844, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4361,"{'op': 'alloc', 'id': 3845, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4362,"{'op': 'free', 'id': 3835}",0,4096,4096,2048.0,0.0,0.0,0.0
4363,"{'op': 'alloc', 'id': 3846, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4364,"{'op': 'alloc', 'id': 3847, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4365,"{'op': 'alloc', 'id': 3848, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4366,"{'op': 'alloc', 'id': 3849, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4367,"{'op': 'free', 'id': 3821}",0,4096,4096,2048.0,0.0,0.0,0.0
4368,"{'op': 'alloc', 'id': 3851, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4369,"{'op': 'alloc', 'id': 3852, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4370,"{'op': 'alloc', 'id': 3853, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4371,"{'op': 'alloc', 'id': 3854, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4372,"{'op': 'free', 'id': 3816}",0,4096,4096,2048.0,0.0,0.0,0.0
4373,"{'op': 'alloc', 'id': 3855, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4374,"{'op': 'alloc', 'id': 3856, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4375,"{'op': 'alloc', 'id': 3857, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4376,"{'op': 'alloc', 'id': 3858, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4377,"{'op': 'alloc', 'id': 3859, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4378,"{'op': 'alloc', 'id': 3860, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4379,"{'op': 'free', 'id': 3824}",0,4096,4096,2048.0,0.0,0.0,0.0
4380,"{'op': 'alloc', 'id': 3861, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4381,"{'op': 'alloc', 'id': 3862, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4382,"{'op': 'free', 'id': 3845}",0,4096,4096,2048.0,0.0,0.0,0.0
4383,"{'op': 'alloc', 'id': 3864, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4384,"{'op': 'alloc', 'id': 3865, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4385,"{'op': 'alloc', 'id': 3866, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4386,"{'op': 'alloc', 'id': 3867, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4387,"{'op': 'free', 'id': 3855}",0,4096,4096,2048.0,0.0,0.0,0.0
4388,"{'op': 'free', 'id': 3859}",0,4096,4096,2048.0,0.0,0.0,0.0
4389,"{'op': 'alloc', 'id': 3869, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4390,"{'op': 'alloc', 'id': 3870, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4391,"{'op': 'free', 'id': 3849}",0,4096,4096,2048.0,0.0,0.0,0.0
4392,"{'op': 'alloc', 'id': 3872, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4393,"{'op': 'alloc', 'id': 3873, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4394,"{'op': 'free', 'id': 3867}",0,4096,4096,2048.0,0.0,0.0,0.0
4395,"{'op': 'free', 'id': 3848}",0,4096,4096,2048.0,0.0,0.0,0.0
4396,"{'op': 'alloc', 'id': 3875, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4397,"{'op': 'alloc', 'id': 3876, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4398,"{'op': 'alloc', 'id': 3877, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4399,"{'op': 'free', 'id': 3839}",0,4096,4096,2048.0,0.0,0.0,0.0
4400,"{'op': 'alloc', 'id': 3879, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4401,"{'op': 'alloc', 'id': 3880, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4402,"{'op': 'alloc', 'id': 3881, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4403,"{'op': 'alloc', 'id': 3882, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4404,"{'op': 'free', 'id': 3858}",0,4096,4096,2048.0,0.0,0.0,0.0
4405,"{'op': 'alloc', 'id': 3884, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4406,"{'op': 'alloc', 'id': 3885, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4407,"{'op': 'alloc', 'id': 3886, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4408,"{'op': 'alloc', 'id': 3887, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4409,"{'op': 'alloc', 'id': 3888, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4410,"{'op': 'free', 'id': 3860}",0,4096,4096,2048.0,0.0,0.0,0.0
4411,"{'op': 'alloc', 'id': 3889, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4412,"{'op': 'alloc', 'id': 3890, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4413,"{'op': 'alloc', 'id': 3891, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4414,"{'op': 'alloc', 'id': 3892, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4415,"{'op': 'free', 'id': 3854}",0,4096,4096,2048.0,0.0,0.0,0.0
4416,"{'op': 'alloc', 'id': 3893, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4417,"{'op': 'alloc', 'id': 3894, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4418,"{'op': 'alloc', 'id': 3895, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4419,"{'op': 'free', 'id': 3875}",0,4096,4096,2048.0,0.0,0.0,0.0
4420,"{'op': 'alloc', 'id': 3897, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4421,"{'op': 'alloc', 'id': 3898, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4422,"{'op': 'alloc', 'id': 3899, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4423,"{'op': 'free', 'id': 3893}",0,4096,4096,2048.0,0.0,0.0,0.0
4424,"{'op': 'free', 'id': 3887}",0,4096,4096,2048.0,0.0,0.0,0.0
4425,"{'op': 'alloc', 'id': 3902, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4426,"{'op': 'alloc', 'id': 3903, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4427,"{'op': 'free', 'id': 3870}",0,4096,4096,2048.0,0.0,0.0,0.0
4428,"{'op': 'alloc', 'id': 3904, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4429,"{'op': 'alloc', 'id': 3905, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4430,"{'op': 'free', 'id': 3872}",0,4096,4096,2048.0,0.0,0.0,0.0
4431,"{'op': 'alloc', 'id': 3906, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4432,"{'op': 'alloc', 'id': 3907, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4433,"{'op': 'alloc', 'id': 3908, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4434,"{'op': 'free', 'id': 3895}",0,4096,4096,2048.0,0.0,0.0,0.0
4435,"{'op': 'alloc', 'id': 3910, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4436,"{'op': 'alloc', 'id': 3911, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4437,"{'op': 'alloc', 'id': 3912, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4438,"{'op': 'alloc', 'id': 3913, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4439,"{'op': 'alloc', 'id': 3914, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4440,"{'op': 'free', 'id': 3873}",0,4096,4096,2048.0,0.0,0.0,0.0
4441,"{'op': 'alloc', 'id': 3915, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4442,"{'op': 'alloc', 'id': 3916, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4443,"{'op': 'alloc', 'id': 3917, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4444,"{'op': 'free', 'id': 3900}",0,4096,4096,2048.0,0.0,0.0,0.0
4445,"{'op': 'alloc', 'id': 3918, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4446,"{'op': 'alloc', 'id': 3919, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
4447,"{'op': 'alloc', 'id': 3920, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4448,"{'op': 'alloc', 'id': 3921, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4449,"{'op': 'alloc', 'id': 3922, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4450,"{'op': 'alloc', 'id': 3923, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4451,"{'op': 'free', 'id': 3915}",0,4096,4096,2048.0,0.0,0.0,0.0
4452,"{'op': 'alloc', 'id': 3925, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4453,"{'op': 'alloc', 'id': 3926, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4454,"{'op': 'free', 'id': 3890}",0,4096,4096,2048.0,0.0,0.0,0.0
4455,"{'op': 'alloc', 'id': 3928, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4456,"{'op': 'free', 'id': 3899}",0,4096,4096,2048.0,0.0,0.0,0.0
4457,"{'op': 'alloc', 'id': 3929, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4458,"{'op': 'alloc', 'id': 3930, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4459,"{'op': 'alloc', 'id': 3931, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4460,"{'op': 'alloc', 'id': 3932, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4461,"{'op': 'alloc', 'id': 3933, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4462,"{'op': 'free', 'id': 3910}",0,4096,4096,2048.0,0.0,0.0,0.0
4463,"{'op': 'free', 'id': 3901}",0,4096,4096,2048.0,0.0,0.0,0.0
4464,"{'op': 'alloc', 'id': 3935, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4465,"{'op': 'alloc', 'id': 3936, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4466,"{'op': 'free', 'id': 3908}",0,4096,4096,2048.0,0.0,0.0,0.0
4467,"{'op': 'alloc', 'id': 3937, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
4468,"{'op': 'alloc', 'id': 3938, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4469,"{'op': 'alloc', 'id': 3939, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4470,"{'op': 'alloc', 'id': 3940, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4471,"{'op': 'alloc', 'id': 3941, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4472,"{'op': 'alloc', 'id': 3942, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4473,"{'op': 'alloc', 'id': 3943, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4474,"{'op': 'alloc', 'id': 3944, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
4475,"{'op': 'alloc', 'id': 3945, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4476,"{'op': 'alloc', 'id': 3946, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4477,"{'op': 'alloc', 'id': 3947, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4478,"{'op': 'alloc', 'id': 3948, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4479,"{'op': 'alloc', 'id': 3949, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4480,"{'op': 'free', 'id': 3944}",0,4096,4096,2048.0,0.0,0.0,0.0
4481,"{'op': 'alloc', 'id': 3951, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4482,"{'op': 'alloc', 'id': 3952, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4483,"{'op': 'alloc', 'id': 3953, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4484,"{'op': 'alloc', 'id': 3954, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4485,"{'op': 'alloc', 'id': 3955, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4486,"{'op': 'alloc', 'id': 3956, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4487,"{'op': 'free', 'id': 3913}",0,4096,4096,2048.0,0.0,0.0,0.0
4488,"{'op': 'free', 'id': 3930}",0,4096,4096,2048.0,0.0,0.0,0.0
4489,"{'op': 'alloc', 'id': 3958, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4490,"{'op': 'alloc', 'id': 3959, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4491,"{'op': 'alloc', 'id': 3960, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4492,"{'op': 'free', 'id': 3935}",0,4096,4096,2048.0,0.0,0.0,0.0
4493,"{'op': 'alloc', 'id': 3961, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4494,"{'op': 'alloc', 'id': 3962, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4495,"{'op': 'alloc', 'id': 3963, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
4496,"{'op': 'alloc', 'id': 3964, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4497,"{'op': 'alloc', 'id': 3965, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4498,"{'op': 'free', 'id': 3956}",0,4096,4096,2048.0,0.0,0.0,0.0
4499,"{'op': 'alloc', 'id': 3967, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4500,"{'op': 'free', 'id': 3957}",0,4096,4096,2048.0,0.0,0.0,0.0
4501,"{'op': 'alloc', 'id': 3968, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4502,"{'op': 'free', 'id': 3948}",0,4096,4096,2048.0,0.0,0.0,0.0
4503,"{'op': 'alloc', 'id': 3970, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4504,"{'op': 'alloc', 'id': 3971, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4505,"{'op': 'alloc', 'id': 3972, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4506,"{'op': 'alloc', 'id': 3973, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4507,"{'op': 'free', 'id': 3949}",0,4096,4096,2048.0,0.0,0.0,0.0
4508,"{'op': 'free', 'id': 3936}",0,4096,4096,2048.0,0.0,0.0,0.0
4509,"{'op': 'alloc', 'id': 3975, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4510,"{'op': 'free', 'id': 3937}",0,4096,4096,2048.0,0.0,0.0,0.0
4511,"{'op': 'alloc', 'id': 3977, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4512,"{'op': 'alloc', 'id': 3978, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4513,"{'op': 'alloc', 'id': 3979, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4514,"{'op': 'alloc', 'id': 3980, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4515,"{'op': 'alloc', 'id': 3981, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4516,"{'op': 'alloc', 'id': 3982, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4517,"{'op': 'alloc', 'id': 3983, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4518,"{'op': 'alloc', 'id': 3984, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4519,"{'op': 'alloc', 'id': 3985, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4520,"{'op': 'alloc', 'id': 3986, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4521,"{'op': 'free', 'id': 3958}",0,4096,4096,2048.0,0.0,0.0,0.0
4522,"{'op': 'free', 'id': 3961}",0,4096,4096,2048.0,0.0,0.0,0.0
4523,"{'op': 'alloc', 'id': 3987, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4524,"{'op': 'free', 'id': 3964}",0,4096,4096,2048.0,0.0,0.0,0.0
4525,"{'op': 'alloc', 'id': 3988, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4526,"{'op': 'alloc', 'id': 3989, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4527,"{'op': 'alloc', 'id': 3990, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4528,"{'op': 'alloc', 'id': 3991, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4529,"{'op': 'alloc', 'id': 3992, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4530,"{'op': 'free', 'id': 3974}",0,4096,4096,2048.0,0.0,0.0,0.0
4531,"{'op': 'alloc', 'id': 3994, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
4532,"{'op': 'alloc', 'id': 3995, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4533,"{'op': 'free', 'id': 3966}",0,4096,4096,2048.0,0.0,0.0,0.0
4534,"{'op': 'alloc', 'id': 3996, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4535,"{'op': 'alloc', 'id': 3997, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4536,"{'op': 'alloc', 'id': 3998, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4537,"{'op': 'alloc', 'id': 3999, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4538,"{'op': 'alloc', 'id': 4000, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4539,"{'op': 'alloc', 'id': 4001, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4540,"{'op': 'alloc', 'id': 4002, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4541,"{'op': 'alloc', 'id': 4003, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4542,"{'op': 'alloc', 'id': 4004, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4543,"{'op': 'alloc', 'id': 4005, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4544,"{'op': 'free', 'id': 4001}",0,4096,4096,2048.0,0.0,0.0,0.0
4545,"{'op': 'alloc', 'id': 4007, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4546,"{'op': 'alloc', 'id': 4008, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4547,"{'op': 'free', 'id': 3972}",0,4096,4096,2048.0,0.0,0.0,0.0
4548,"{'op': 'alloc', 'id': 4009, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4549,"{'op': 'alloc', 'id': 4010, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4550,"{'op': 'alloc', 'id': 4011, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4551,"{'op': 'free', 'id': 3983}",0,4096,4096,2048.0,0.0,0.0,0.0
4552,"{'op': 'alloc', 'id': 4012, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4553,"{'op': 'alloc', 'id': 4013, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4554,"{'op': 'alloc', 'id': 4014, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4555,"{'op': 'free', 'id': 3978}",0,4096,4096,2048.0,0.0,0.0,0.0
4556,"{'op': 'alloc', 'id': 4016, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4557,"{'op': 'alloc', 'id': 4017, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4558,"{'op': 'alloc', 'id': 4018, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4559,"{'op': 'free', 'id': 3998}",0,4096,4096,2048.0,0.0,0.0,0.0
4560,"{'op': 'alloc', 'id': 4020, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4561,"{'op': 'alloc', 'id': 4021, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4562,"{'op': 'alloc', 'id': 4022, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4563,"{'op': 'alloc', 'id': 4023, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4564,"{'op': 'alloc', 'id': 4024, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4565,"{'op': 'free', 'id': 4007}",0,4096,4096,2048.0,0.0,0.0,0.0
4566,"{'op': 'free', 'id': 4009}",0,4096,4096,2048.0,0.0,0.0,0.0
4567,"{'op': 'alloc', 'id': 4026, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4568,"{'op': 'alloc', 'id': 4027, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4569,"{'op': 'alloc', 'id': 4028, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4570,"{'op': 'alloc', 'id': 4029, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4571,"{'op': 'free', 'id': 3994}",0,4096,4096,2048.0,0.0,0.0,0.0
4572,"{'op': 'alloc', 'id': 4030, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4573,"{'op': 'free', 'id': 4026}",0,4096,4096,2048.0,0.0,0.0,0.0
4574,"{'op': 'alloc', 'id': 4031, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4575,"{'op': 'alloc', 'id': 4032, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4576,"{'op': 'alloc', 'id': 4033, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4577,"{'op': 'alloc', 'id': 4034, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4578,"{'op': 'alloc', 'id': 4035, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4579,"{'op': 'free', 'id': 4008}",0,4096,4096,2048.0,0.0,0.0,0.0
4580,"{'op': 'alloc', 'id': 4037, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4581,"{'op': 'free', 'id': 4002}",0,4096,4096,2048.0,0.0,0.0,0.0
4582,"{'op': 'alloc', 'id': 4039, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4583,"{'op': 'alloc', 'id': 4040, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4584,"{'op': 'alloc', 'id': 4041, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4585,"{'op': 'alloc', 'id': 4042, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4586,"{'op': 'alloc', 'id': 4043, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4587,"{'op': 'alloc', 'id': 4044, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4588,"{'op': 'alloc', 'id': 4045, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4589,"{'op': 'alloc', 'id': 4046, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4590,"{'op': 'alloc', 'id': 4047, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4591,"{'op': 'free', 'id': 4018}",0,4096,4096,2048.0,0.0,0.0,0.0
4592,"{'op': 'free', 'id': 4010}",0,4096,4096,2048.0,0.0,0.0,0.0
4593,"{'op': 'alloc', 'id': 4048, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4594,"{'op': 'alloc', 'id': 4049, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4595,"{'op': 'free', 'id': 4039}",0,4096,4096,2048.0,0.0,0.0,0.0
4596,"{'op': 'alloc', 'id': 4051, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4597,"{'op': 'alloc', 'id': 4052, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4598,"{'op': 'alloc', 'id': 4053, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4599,"{'op': 'free', 'id': 4037}",0,4096,4096,2048.0,0.0,0.0,0.0
4600,"{'op': 'alloc', 'id': 4055, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
4601,"{'op': 'alloc', 'id': 4056, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4602,"{'op': 'alloc', 'id': 4057, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4603,"{'op': 'alloc', 'id': 4058, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4604,"{'op': 'free', 'id': 4054}",0,4096,4096,2048.0,0.0,0.0,0.0
