step,event,throughput,memory_monolithic,memory_paged,memory_paged_compressed,fragmentation_monolithic,fragmentation_paged,fragmentation_paged_compressed
4605,"{'op': 'alloc', 'id': 4059, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4606,"{'op': 'free', 'id': 4056}",0,4096,4096,2048.0,0.0,0.0,0.0
4607,"{'op': 'alloc', 'id': 4061, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4608,"{'op': 'alloc', 'id': 4062, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4609,"{'op': 'alloc', 'id': 4063, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4610,"{'op': 'alloc', 'id': 4064, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4611,"{'op': 'alloc', 'id': 4065, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4612,"{'op': 'free', 'id': 4027}",0,4096,4096,2048.0,0.0,0.0,0.0
4613,"{'op': 'alloc', 'id': 4066, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4614,"{'op': 'alloc', 'id': 4067, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4615,"{'op': 'alloc', 'id': 4068, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4616,"{'op': 'free', 'id': 4047}",0,4096,4096,2048.0,0.0,0.0,0.0
4617,"{'op': 'free', 'id': 4029}",0,4096,4096,2048.0,0.0,0.0,0.0
4618,"{'op': 'alloc', 'id': 4070, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4619,"{'op': 'alloc', 'id': 4071, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4620,"{'op': 'alloc', 'id': 4072, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4621,"{'op': 'alloc', 'id': 4073, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4622,"{'op': 'alloc', 'id': 4074, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4623,"{'op': 'alloc', 'id': 4075, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4624,"{'op': 'alloc', 'id': 4076, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4625,"{'op': 'alloc', 'id': 4077, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4626,"{'op': 'alloc', 'id': 4078, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4627,"{'op': 'alloc', 'id': 4079, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4628,"{'op': 'alloc', 'id': 4080, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4629,"{'op': 'alloc', 'id': 4081, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4630,"{'op': 'alloc', 'id': 4082, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4631,"{'op': 'alloc', 'id': 4083, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4632,"{'op': 'alloc', 'id': 4084, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4633,"{'op': 'alloc', 'id': 4085, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4634,"{'op': 'free', 'id': 4060}",0,4096,4096,2048.0,0.0,0.0,0.0
4635,"{'op': 'alloc', 'id': 4087, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4636,"{'op': 'alloc', 'id': 4088, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4637,"{'op': 'alloc', 'id': 4089, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4638,"{'op': 'alloc', 'id': 4090, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4639,"{'op': 'alloc', 'id': 4091, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4640,"{'op': 'alloc', 'id': 4092, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4641,"{'op': 'alloc', 'id': 4093, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4642,"{'op': 'alloc', 'id': 4094, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4643,"{'op': 'alloc', 'id': 4095, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4644,"{'op': 'alloc', 'id': 4096, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4645,"{'op': 'free', 'id': 4059}",0,4096,4096,2048.0,0.0,0.0,0.0
4646,"{'op': 'alloc', 'id': 4098, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4647,"{'op': 'alloc', 'id': 4099, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4648,"{'op': 'alloc', 'id': 4100, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4649,"{'op': 'alloc', 'id': 4101, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4650,"{'op': 'alloc', 'id': 4102, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4651,"{'op': 'alloc', 'id': 4103, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4652,"{'op': 'alloc', 'id': 4104, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4653,"{'op': 'free', 'id': 4063}",0,4096,4096,2048.0,0.0,0.0,0.0
4654,"{'op': 'free', 'id': 4086}",0,4096,4096,2048.0,0.0,0.0,0.0
4655,"{'op': 'free', 'id': 4077}",0,4096,4096,2048.0,0.0,0.0,0.0
4656,"{'op': 'alloc', 'id': 4106, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4657,"{'op': 'alloc', 'id': 4107, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4658,"{'op': 'alloc', 'id': 4108, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4659,"{'op': 'alloc', 'id': 4109, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4660,"{'op': 'alloc', 'id': 4110, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4661,"{'op': 'free', 'id': 4070}",0,4096,4096,2048.0,0.0,0.0,0.0
4662,"{'op': 'alloc', 'id': 4111, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4663,"{'op': 'alloc', 'id': 4112, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4664,"{'op': 'alloc', 'id': 4113, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4665,"{'op': 'alloc', 'id': 4114, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4666,"{'op': 'free', 'id': 4110}",0,4096,4096,2048.0,0.0,0.0,0.0
4667,"{'op': 'alloc', 'id': 4116, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4668,"{'op': 'alloc', 'id': 4117, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4669,"{'op': 'alloc', 'id': 4118, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4670,"{'op': 'free', 'id': 4102}",0,4096,4096,2048.0,0.0,0.0,0.0
4671,"{'op': 'alloc', 'id': 4119, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4672,"{'op': 'free', 'id': 4084}",0,4096,4096,2048.0,0.0,0.0,0.0
4673,"{'op': 'alloc', 'id': 4121, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4674,"{'op': 'free', 'id': 4117}",0,4096,4096,2048.0,0.0,0.0,0.0
4675,"{'op': 'alloc', 'id': 4122, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4676,"{'op': 'free', 'id': 4090}",0,4096,4096,2048.0,0.0,0.0,0.0
4677,"{'op': 'alloc', 'id': 4123, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4678,"{'op': 'alloc', 'id': 4124, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4679,"{'op': 'alloc', 'id': 4125, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4680,"{'op': 'alloc', 'id': 4126, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4681,"{'op': 'alloc', 'id': 4127, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4682,"{'op': 'alloc', 'id': 4128, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4683,"{'op': 'alloc', 'id': 4129, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4684,"{'op': 'free', 'id': 4121}",0,4096,4096,2048.0,0.0,0.0,0.0
4685,"{'op': 'free', 'id': 4113}",0,4096,4096,2048.0,0.0,0.0,0.0
4686,"{'op': 'alloc', 'id': 4131, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4687,"{'op': 'alloc', 'id': 4132, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4688,"{'op': 'alloc', 'id': 4133, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4689,"{'op': 'alloc', 'id': 4134, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4690,"{'op': 'alloc', 'id': 4135, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4691,"{'op': 'alloc', 'id': 4136, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4692,"{'op': 'alloc', 'id': 4137, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4693,"{'op': 'alloc', 'id': 4138, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
4694,"{'op': 'alloc', 'id': 4139, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4695,"{'op': 'free', 'id': 4128}",0,4096,4096,2048.0,0.0,0.0,0.0
4696,"{'op': 'alloc', 'id': 4140, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4697,"{'op': 'alloc', 'id': 4141, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4698,"{'op': 'free', 'id': 4134}",0,4096,4096,2048.0,0.0,0.0,0.0
4699,"{'op': 'alloc', 'id': 4143, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4700,"{'op': 'alloc', 'id': 4144, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4701,"{'op': 'alloc', 'id': 4145, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4702,"{'op': 'alloc', 'id': 4146, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4703,"{'op': 'alloc', 'id': 4147, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4704,"{'op': 'alloc', 'id': 4148, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4705,"{'op': 'free', 'id': 4130}",0,4096,4096,2048.0,0.0,0.0,0.0
4706,"{'op': 'free', 'id': 4108}",0,4096,4096,2048.0,0.0,0.0,0.0
4707,"{'op': 'alloc', 'id': 4149, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4708,"{'op': 'free', 'id': 4109}",0,4096,4096,2048.0,0.0,0.0,0.0
4709,"{'op': 'free', 'id': 4129}",0,4096,4096,2048.0,0.0,0.0,0.0
4710,"{'op': 'free', 'id': 4148}",0,4096,4096,2048.0,0.0,0.0,0.0
4711,"{'op': 'alloc', 'id': 4151, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4712,"{'op': 'free', 'id': 4142}",0,4096,4096,2048.0,0.0,0.0,0.0
4713,"{'op': 'alloc', 'id': 4152, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4714,"{'op': 'alloc', 'id': 4153, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4715,"{'op': 'alloc', 'id': 4154, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4716,"{'op': 'alloc', 'id': 4155, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4717,"{'op': 'alloc', 'id': 4156, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4718,"{'op': 'alloc', 'id': 4157, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
4719,"{'op': 'free', 'id': 4118}",0,4096,4096,2048.0,0.0,0.0,0.0
4720,"{'op': 'alloc', 'id': 4159, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4721,"{'op': 'free', 'id': 4126}",0,4096,4096,2048.0,0.0,0.0,0.0
4722,"{'op': 'free', 'id': 4125}",0,4096,4096,2048.0,0.0,0.0,0.0
4723,"{'op': 'alloc', 'id': 4161, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4724,"{'op': 'alloc', 'id': 4162, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4725,"{'op': 'alloc', 'id': 4163, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4726,"{'op': 'free', 'id': 4147}",0,4096,4096,2048.0,0.0,0.0,0.0
4727,"{'op': 'alloc', 'id': 4164, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4728,"{'op': 'alloc', 'id': 4165, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4729,"{'op': 'alloc', 'id': 4166, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4730,"{'op': 'free', 'id': 4133}",0,4096,4096,2048.0,0.0,0.0,0.0
4731,"{'op': 'alloc', 'id': 4168, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4732,"{'op': 'alloc', 'id': 4169, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
4733,"{'op': 'alloc', 'id': 4170, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4734,"{'op': 'alloc', 'id': 4171, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4735,"{'op': 'alloc', 'id': 4172, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4736,"{'op': 'alloc', 'id': 4173, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4737,"{'op': 'alloc', 'id': 4174, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4738,"{'op': 'alloc', 'id': 4175, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4739,"{'op': 'alloc', 'id': 4176, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4740,"{'op': 'alloc', 'id': 4177, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4741,"{'op': 'alloc', 'id': 4178, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4742,"{'op': 'free', 'id': 4155}",0,4096,4096,2048.0,0.0,0.0,0.0
4743,"{'op': 'alloc', 'id': 4180, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4744,"{'op': 'alloc', 'id': 4181, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4745,"{'op': 'alloc', 'id': 4182, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4746,"{'op': 'alloc', 'id': 4183, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
4747,"{'op': 'alloc', 'id': 4184, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4748,"{'op': 'alloc', 'id': 4185, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4749,"{'op': 'free', 'id': 4178}",0,4096,4096,2048.0,0.0,0.0,0.0
4750,"{'op': 'alloc', 'id': 4186, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
4751,"{'op': 'alloc', 'id': 4187, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4752,"{'op': 'free', 'id': 4161}",0,4096,4096,2048.0,0.0,0.0,0.0
4753,"{'op': 'alloc', 'id': 4189, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4754,"{'op': 'alloc', 'id': 4190, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4755,"{'op': 'alloc', 'id': 4191, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4756,"{'op': 'alloc', 'id': 4192, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4757,"{'op': 'alloc', 'id': 4193, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4758,"{'op': 'free', 'id': 4164}",0,4096,4096,2048.0,0.0,0.0,0.0
4759,"{'op': 'alloc', 'id': 4195, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4760,"{'op': 'alloc', 'id': 4196, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4761,"{'op': 'alloc', 'id': 4197, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4762,"{'op': 'alloc', 'id': 4198, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
4763,"{'op': 'alloc', 'id': 4199, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4764,"{'op': 'free', 'id': 4184}",0,4096,4096,2048.0,0.0,0.0,0.0
4765,"{'op': 'alloc', 'id': 4200, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4766,"{'op': 'free', 'id': 4167}",0,4096,4096,2048.0,0.0,0.0,0.0
4767,"{'op': 'free', 'id': 4171}",0,4096,4096,2048.0,0.0,0.0,0.0
4768,"{'op': 'alloc', 'id': 4201, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4769,"{'op': 'alloc', 'id': 4202, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
4770,"{'op': 'free', 'id': 4159}",0,4096,4096,2048.0,0.0,0.0,0.0
4771,"{'op': 'alloc', 'id': 4203, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4772,"{'op': 'alloc', 'id': 4204, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4773,"{'op': 'alloc', 'id': 4205, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
4774,"{'op': 'alloc', 'id': 4206, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4775,"{'op': 'free', 'id': 4202}",0,4096,4096,2048.0,0.0,0.0,0.0
4776,"{'op': 'alloc', 'id': 4208, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4777,"{'op': 'alloc', 'id': 4209, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4778,"{'op': 'alloc', 'id': 4210, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4779,"{'op': 'alloc', 'id': 4211, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4780,"{'op': 'alloc', 'id': 4212, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4781,"{'op': 'free', 'id': 4195}",0,4096,4096,2048.0,0.0,0.0,0.0
4782,"{'op': 'alloc', 'id': 4214, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4783,"{'op': 'alloc', 'id': 4215, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4784,"{'op': 'alloc', 'id': 4216, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4785,"{'op': 'alloc', 'id': 4217, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4786,"{'op': 'alloc', 'id': 4218, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4787,"{'op': 'alloc', 'id': 4219, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4788,"{'op': 'alloc', 'id': 4220, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4789,"{'op': 'alloc', 'id': 4221, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4790,"{'op': 'free', 'id': 4180}",0,4096,4096,2048.0,0.0,0.0,0.0
4791,"{'op': 'free', 'id': 4193}",0,4096,4096,2048.0,0.0,0.0,0.0
4792,"{'op': 'alloc', 'id': 4223, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4793,"{'op': 'alloc', 'id': 4224, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4794,"{'op': 'alloc', 'id': 4225, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4795,"{'op': 'free', 'id': 4216}",0,4096,4096,2048.0,0.0,0.0,0.0
4796,"{'op': 'free', 'id': 4221}",0,4096,4096,2048.0,0.0,0.0,0.0
4797,"{'op': 'free', 'id': 4198}",0,4096,4096,2048.0,0.0,0.0,0.0
4798,"{'op': 'alloc', 'id': 4228, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4799,"{'op': 'alloc', 'id': 4229, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
4800,"{'op': 'alloc', 'id': 4230, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4801,"{'op': 'alloc', 'id': 4231, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4802,"{'op': 'alloc', 'id': 4232, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4803,"{'op': 'alloc', 'id': 4233, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
4804,"{'op': 'alloc', 'id': 4234, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4805,"{'op': 'alloc', 'id': 4235, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
4806,"{'op': 'alloc', 'id': 4236, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
4807,"{'op': 'free', 'id': 4226}",0,4096,4096,2048.0,0.0,0.0,0.0
4808,"{'op': 'alloc', 'id': 4237, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
4809,"{'op': 'free', 'id': 4214}",0,4096,4096,2048.0,0.0,0.0,0.0
4810,"{'op': 'free', 'id': 4235}",0,4096,4096,2048.0,0.0,0.0,0.0
4811,"{'op': 'alloc', 'id': 4240, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4812,"{'op': 'free', 'id': 4231}",0,4096,4096,2048.0,0.0,0.0,0.0
4813,"{'op': 'alloc', 'id': 4242, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4814,"{'op': 'alloc', 'id': 4243, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4815,"{'op': 'alloc', 'id': 4244, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
4816,"{'op': 'alloc', 'id': 4245, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
4817,"{'op': 'free', 'id': 4205}",0,4096,4096,2048.0,0.0,0.0,0.0
4818,"{'op': 'alloc', 'id': 4246, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
4819,"{'op': 'alloc', 'id': 4247, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4820,"{'op': 'alloc', 'id': 4248, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4821,"{'op': 'free', 'id': 4236}",0,4096,4096,2048.0,0.0,0.0,0.0
4822,"{'op': 'alloc', 'id': 4249, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4823,"{'op': 'alloc', 'id': 4250, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
4824,"{'op': 'alloc', 'id': 4251, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
4825,"{'op': 'alloc', 'id': 4252, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4826,"{'op': 'alloc', 'id': 4253, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4827,"{'op': 'alloc', 'id': 4254, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4828,"{'op': 'alloc', 'id': 4255, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4829,"{'op': 'alloc', 'id': 4256, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4830,"{'op': 'alloc', 'id': 4257, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
4831,"{'op': 'alloc', 'id': 4258, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
4832,"{'op': 'alloc', 'id': 4259, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4833,"{'op': 'alloc', 'id': 4260, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4834,"{'op': 'alloc', 'id': 4261, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
4835,"{'op': 'alloc', 'id': 4262, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4836,"{'op': 'alloc', 'id': 4263, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
4837,"{'op': 'alloc', 'id': 4264, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4838,"{'op': 'alloc', 'id': 4265, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
4839,"{'op': 'free', 'id': 4238}",0,4096,4096,2048.0,0.0,0.0,0.0
4840,"{'op': 'alloc', 'id': 4266, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4841,"{'op': 'alloc', 'id': 4267, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4842,"{'op': 'alloc', 'id': 4268, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
4843,"{'op': 'alloc', 'id': 4269, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4844,"{'op': 'alloc', 'id': 4270, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
4845,"{'op': 'free', 'id': 4244}",0,4096,4096,2048.0,0.0,0.0,0.0
4846,"{'op': 'free', 'id': 4251}",0,4096,4096,2048.0,0.0,0.0,0.0
4847,"{'op': 'free', 'id': 4263}",0,4096,4096,2048.0,0.0,0.0,0.0
4848,"{'op': 'free', 'id': 4234}",0,4096,4096,2048.0,0.0,0.0,0.0
4849,"{'op': 'free', 'id': 4257}",0,4096,4096,2048.0,0.0,0.0,0.0
4850,"{'op': 'alloc', 'id': 4274, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
4851,"{'op': 'alloc', 'id': 4275, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4852,"{'op': 'alloc', 'id': 4276, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4853,"{'op': 'free', 'id': 4262}",0,4096,4096,2048.0,0.0,0.0,0.0
4854,"{'op': 'alloc', 'id': 4278, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
4855,"{'op': 'alloc', 'id': 4279, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
4856,"{'op': 'alloc', 'id': 4280, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
4857,"{'op': 'alloc', 'id': 4281, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
4858,"{'op': 'alloc', 'id': 4282, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
4859,"{'op': 'alloc', 'id': 4283, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
4860,"{'op': 'free', 'id': 4252}",0,4096,4096,2048.0,0.0,0.0,0.0
4861,"{'op': 'free', 'id': 4278}",0,4096,4096,2048.0,0.0,0.0,0.0
4862,"{'op': 'alloc', 'id': 4285, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
4863,"{'op': 'alloc', 'id': 4286, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
4864,"{'op': 'alloc', 'id': 4287, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
4865,"{'op': 'alloc', 'id': 4288, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
4866,"{'op': 'free', 'id': 4276}",0,4096,4096,2048.0,0.0,0.0,0.0
4867,"{'op': 'alloc', 'id': 4289, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
